W	PRON	NL	NN	NPN	BFNT	TFNT	NP
keeck	kik	5	0	33	389377	12924	3
wrarb	r#b	5	0	7	317876	1796	3
scolch	skQlJ	6	2	0	363404	5962	5
scryth	skrIT	6	0	1	1940716	4693	5
therke	T3k	6	0	15	4041117	1470012	3
wherfe	w3f	6	0	20	2289213	215972	3
rhawsh	r9S	6	0	6	739377	2301	3
gheann	gin	6	0	18	2793025	46213	3
psez	sEz	4	0	26	266322	746	3
scorf	sk9f	5	5	10	466253	4989	4
gluile	glul	6	0	3	293304	26555	4
skub	skVb	4	2	9	33155	381	4
slyche	slIS	6	0	10	1960873	16830	4
crart	kr#t	5	2	1	372873	28759	4
loase	l5s	5	3	20	787873	17464	3
glolm	glQlm	5	1	0	167160	1246	5
shrute	Srut	6	0	4	475929	7382	4
ghris	grIs	5	0	11	573263	6951	4
florv	fl9v	5	0	4	476536	9220	4
reenn	rin	5	0	33	787358	87969	3
whibe	w2b	5	3	14	781146	76435	3
wirp	w3p	4	2	20	290214	168	3
dylce	dIls	5	0	2	88056	0	4
phlime	fl2m	6	0	7	414318	42202	4
sckam	sk{m	5	1	9	145199	0	4
knaith	n1T	6	0	9	2416005	125240	3
pseegg	sig	6	0	21	457607	43998	3
kolc	kQlk	4	0	2	60664	0	4
ghligh	gl2	6	0	7	385199	70968	3
frarch	fr#J	6	0	0	614079	15001	4
gweitt	gw1t	6	0	2	600497	2359	4
knaich	n1J	6	0	9	433532	58884	3
crourn	kr9n	6	0	9	733915	109884	4
strang	str{N	6	5	6	1171880	68651	5
thwagg	Tw{g	6	0	2	2164943	1454	4
dwov	dwQv	4	0	0	142308	24	4
geebb	_ib	5	0	8	252519	237	3
slulc	slVlk	5	0	2	138806	806	5
remf	rEmf	4	1	0	448337	0	4
feak	fik	4	8	26	317682	11410	3
pult	pVlt	4	6	6	152870	4152	4
plog	plQg	4	8	8	133523	1310	4
cheeth	JiT	6	0	9	4088543	39806	3
plooth	pluT	6	0	2	2304663	49454	4
noofe	nuf	5	1	10	922534	2131	3
nelv	nElv	4	0	3	253486	1825	4
skys	skIs	4	2	9	48016	1353	4
bloope	blup	6	0	6	338979	43344	4
rhelgn	rEln	6	0	1	1833559	15005	4
jasc	_{sk	4	0	1	447014	0	4
thwint	TwInt	6	0	0	2605133	22050	5
blalph	bl{lf	6	0	0	269845	10262	5
slint	slInt	5	8	6	635168	24003	5
brourf	br9f	6	0	5	722748	101552	4
pleige	pl1_	6	1	9	369362	8630	4
quounn	kw6n	6	0	4	507279	39542	4
gnarb	n#b	5	0	7	257446	514	3
droice	dr4s	6	0	2	404415	23908	4
dwang	dw{N	5	1	1	1047660	27546	4
nymp	nImp	4	0	4	9475	189	4
trarf	tr#f	5	0	1	368611	16324	4
thwudd	TwVd	6	0	0	1903453	29	4
sisk	sIsk	4	4	8	416994	2021	4
gwier	gw7	5	0	1	455264	740	3
twas	tw{s	4	2	2	702895	188451	4
jeall	_il	5	0	22	567443	105695	3
sprumn	sprVm	6	0	3	85938	5166	5
snaubb	sn9b	6	0	5	35768	2103	4
loock	luk	5	0	22	319231	38694	3
serp	s3p	4	2	17	486466	2492	3
hargue	h#g	6	0	13	836050	25419	3
porb	p9b	4	4	14	389797	2178	3
thoomb	Tum	6	0	13	2388305	52630	3
ghlowt	gl6t	6	0	4	356439	9029	4
druite	drut	6	0	6	530713	35426	4
chaibb	J1b	6	0	5	859173	25645	3
knowle	n6l	6	0	15	523128	83805	3
shrome	Sr5m	6	2	2	751305	152740	4
ghlath	gl{T	6	0	1	2509836	16185	4
voz	vQz	3	3	6	6358	0	3
dilmn	dIlm	5	0	1	148242	1800	4
speall	spil	6	0	10	644789	120975	4
heint	h1nt	5	1	9	2338042	64391	4
shewth	SuT	6	1	8	3852478	83658	3
swarr	sw#	5	3	7	506235	11577	3
roarph	r9f	6	0	12	457402	11092	3
glerlt	gl3lt	6	0	0	420367	862	5
sckake	sk1k	6	0	8	263574	37861	4
luique	luk	6	0	22	63266	2475	3
squed	skwEd	5	2	3	293066	5818	5
frirse	fr3s	6	0	0	593150	45056	4
squarm	skw#m	6	2	1	290672	19001	5
bleil	bl1l	5	0	5	331876	1653	4
coarth	k9T	6	0	19	2289512	40179	3
psarpe	s#p	6	0	13	412565	1430	3
keuf	kuf	4	0	22	133127	0	3
faige	f1_	5	0	20	288678	7061	3
glick	glIk	5	3	4	251358	13182	4
scoite	sk4t	6	0	9	588902	23526	4
faidge	f1_	6	1	20	311463	65091	3
yique	jIk	5	1	21	31955	2461	3
ghreer	gr7	6	0	3	956739	47153	3
whalte	w{lt	6	0	4	1045502	60872	4
psoobb	sub	6	0	10	284213	5394	3
ghoot	gut	5	2	27	588087	18358	3
drarce	dr#s	6	0	4	430396	15846	4
scrazz	skr{z	6	0	6	104784	7384	5
nuif	nuf	4	0	10	90743	2	3
smolp	smQlp	5	0	0	173238	2187	5
swoatt	sw5t	6	0	8	558730	5234	4
swolm	swQlm	5	0	0	194316	826	5
knuve	njuv	5	1	3	194548	83	4
plaib	pl1b	5	3	8	240426	32357	4
berme	b3m	5	0	23	659801	6567	3
wroph	rQf	5	1	17	229387	10645	3
trysk	trIsk	5	1	3	114763	4318	5
gry	gr2	3	8	7	54205	0	3
dreebe	drib	6	0	3	775926	36501	4
smulse	smVls	6	0	1	443440	6157	5
shrolc	SrQlk	6	0	0	440980	26091	5
sasp	s{sp	4	6	0	552434	1165	4
bruz	brVz	4	0	9	57653	864	4
hielt	h2lt	5	0	3	493946	14603	4
cish	sIS	4	5	13	509117	6622	3
pheegg	fig	6	0	10	1947500	7611	3
tergue	t3g	6	0	12	364788	9030	3
glaub	gl9b	5	0	3	127342	8050	4
traun	tr9n	5	1	5	200477	16917	4
smanck	sm{Nk	6	0	3	935309	36207	5
phazz	f{z	5	0	24	560263	938	3
rherl	r3l	5	0	15	2008571	153893	3
shrebe	Srib	6	0	3	760948	15818	4
tirche	t3S	6	0	9	2129106	24078	3
dweab	dwib	5	0	0	391198	4286	4
beath	biT	5	5	20	2693412	44904	3
skange	sk{n_	6	0	3	886807	29018	5
blall	bl{l	5	0	2	467731	103987	4
thursh	T3S	6	0	2	2209458	21703	3
ghloon	glun	6	0	5	602398	35184	4
fing	fIN	4	14	20	595125	40339	3
twimn	twIm	5	0	7	302458	3080	4
trolk	trQlk	5	1	0	324157	10082	5
thwarc	Tw#k	6	1	2	2403457	13874	4
thwarl	Tw#l	6	1	0	2411932	10977	4
meiff	m1f	5	0	18	370411	1170	3
kreuf	kruf	5	0	7	394390	149	4
blowte	bl6t	6	0	7	357983	15139	4
strulm	strVlm	6	0	0	458861	37610	6
gworg	gw9g	5	0	0	493057	46583	4
kraub	kr9b	5	0	4	84754	288	4
phogn	fQn	5	0	24	209392	1658	3
preunt	prunt	6	0	4	545057	9229	5
vorle	v9l	5	1	23	524059	13203	3
snelte	snElt	6	1	3	363517	8573	5
choutt	J6t	6	0	12	986318	116118	3
hoadge	h5_	6	0	10	468916	11736	3
poome	pum	5	1	19	545556	74976	3
smilck	smIlk	6	0	0	241290	13504	5
wulmn	wVlm	5	0	0	118635	2	4
krealt	krilt	6	0	3	763224	56059	5
queuf	kwuf	5	1	2	34076	2653	4
ghrorv	gr9v	6	0	5	697230	19716	4
briemn	br2m	6	0	10	199061	23003	4
fraice	fr1s	6	1	8	435998	31097	4
dwalc	dw{lk	5	0	0	390545	9836	5
roash	r5S	5	3	20	786342	14617	3
drirve	dr3v	6	0	2	363719	9728	4
smieb	sm2b	5	0	2	94944	4330	4
zic	zIk	3	3	17	83921	0	3
dwienn	dw2n	6	0	2	432248	6596	4
gweinn	gw1n	6	0	4	693256	4450	4
sproom	sprum	6	0	2	529495	34143	5
whaipe	w1p	6	0	29	968023	52503	3
ghleut	glut	6	0	6	411581	32	4
yug	jVg	3	10	13	50978	0	3
ghwuph	gwVf	6	0	1	166296	0	4
priel	pr2l	5	2	9	210607	26429	4
clooff	kluf	6	0	2	817742	57211	4
twulck	twVlk	6	0	0	208040	20	5
blufe	bluf	5	1	4	92018	3171	4
farthe	f#D	6	0	3	3976922	1355628	3
flymp	flImp	5	0	0	27559	1003	5
scruv	skrVv	5	2	3	67302	5115	5
tilk	tIlk	4	7	7	194340	19602	4
spuck	spVk	5	4	11	160959	5596	4
muibb	mub	5	0	10	57596	22	3
pleall	plil	6	0	5	735696	142727	4
memf	mEmf	4	0	0	280527	0	4
ghlake	gl1k	6	0	4	383620	38968	4
flenk	flENk	5	3	2	395967	4581	5
theug	Tug	5	0	1	3695902	1311214	3
rhelb	rElb	5	0	1	1830039	15005	4
shoav	S5v	5	1	13	467597	38520	3
scunn	skVn	5	0	13	93527	350	4
pligg	plIg	5	0	3	204677	9027	4
clerm	kl3m	5	1	4	431255	11881	4
yiem	j2m	4	0	9	94835	467	3
prirv	pr3v	5	0	1	204720	7698	4
ghwerg	gw3g	6	0	0	529549	61056	4
ghwiet	gw2t	6	0	1	392936	49	4
sploot	splut	6	0	2	440565	35351	5
wrark	r#k	5	1	22	347655	10548	3
steefe	stif	6	0	10	597429	13748	4
shulf	SVlf	5	1	2	291726	1702	4
jaite	_1t	5	0	23	569048	24802	3
frieb	fr2b	5	2	5	209507	21986	4
shrieb	Sr2b	6	1	5	304948	19016	4
ghlirf	gl3f	6	0	0	309631	26	4
rharp	r#p	5	1	12	799608	14078	3
greif	gr1f	5	0	13	566354	19142	4
pege	pi_	4	3	19	123309	322	3
beeg	big	4	7	20	364497	47298	3
ruve	ruv	4	6	19	182808	83	3
diete	dit	5	0	25	218587	3849	3
kruth	krVT	5	1	3	2086297	14450	4
twalmb	tw{lm	6	0	0	424939	11276	5
skesck	skEsk	6	0	0	416244	16361	5
deate	dit	5	1	25	772540	65224	3
sauf	s9f	4	0	18	115585	271	3
gnulp	nVlp	5	0	2	128150	216	4
skesp	skEsp	5	0	0	358016	16361	5
spawse	sp9s	6	1	6	351939	6391	4
theunt	Tunt	6	0	0	3777485	1315168	4
clumph	klVmf	6	1	1	67753	7693	5
flylce	flIls	6	0	3	106025	889	5
tro	tr5	3	7	11	248631	5606	3
grulve	grVlv	6	0	0	346064	5906	5
treich	tr1J	6	1	6	790377	73517	4
blulv	blVlv	5	0	0	149388	3074	5
broarb	br9b	6	0	5	481552	19110	4
sckurr	sk3	6	0	9	168146	800	3
phiege	fi_	6	0	9	473348	2954	3
wrerl	r3l	5	0	15	659309	652	3
sckepe	skip	6	0	11	291106	11471	4
gwasc	gw{sk	5	0	0	696701	188413	5
rarch	r#J	5	5	10	516911	11251	3
zosk	zQsk	4	0	1	96077	0	4
boull	b6l	5	0	26	795622	110730	3
jarte	_#t	5	0	15	384391	24474	3
dwor	dw9	4	1	2	482043	44784	3
gwaull	gw9l	6	0	0	591812	10644	4
weult	wult	5	0	3	306083	1045	4
ghwac	gw{k	5	0	2	455182	39	4
squowl	skw6l	6	0	2	170280	4859	5
pewnt	pjunt	5	0	1	226432	249	5
prawlt	pr9lt	6	0	0	122209	7237	5
girce	g3s	5	0	17	224069	14003	3
dreuk	druk	5	0	4	417280	5872	4
tromph	trQmf	6	0	0	409031	77692	5
gwoob	gwub	5	0	0	279100	2409	4
faibb	f1b	5	0	17	150662	4974	3
broitt	br4t	6	0	6	609915	9183	4
gulck	gVlk	5	1	8	192140	490	4
swonk	swQNk	5	1	1	414841	2042	5
sleebe	slib	6	1	7	508993	7426	4
wowle	w6l	5	0	18	410479	1957	3
frurl	fr3l	5	0	2	225096	1818	4
clurve	kl3v	6	0	3	284622	7801	4
glymph	glImf	6	0	0	22056	220	5
crewph	kruf	6	0	7	465393	8489	4
shrak	Sr{k	5	0	3	301192	3394	4
twidge	twI_	6	1	5	372127	11601	4
shilm	SIlm	5	0	1	635382	26760	4
preegg	prig	6	0	3	604202	37580	4
prus	prVs	4	2	4	180854	4130	4
quoomb	kwum	6	0	1	312461	12805	4
ceaf	sif	4	2	31	306475	1107	3
phonck	fQNk	6	0	4	558061	13499	4
shuin	Sun	5	0	20	649350	1587	3
gheg	gEg	4	2	8	1865399	2088	3
thave	T1v	5	2	11	2696543	393105	3
driete	drit	6	0	5	290720	20404	4
swilte	swIlt	6	0	7	416587	45226	5
whurge	w3_	6	0	20	417156	16384	3
zorge	z9_	5	2	3	438276	13054	3
quirmb	kw3m	6	0	2	169867	11874	4
thesck	TEsk	6	0	1	3905178	1335198	4
kump	kVmp	4	8	13	16493	3572	4
foone	fun	5	0	22	747984	93440	3
thrirn	Tr3n	6	0	2	2133457	35004	4
slilch	slIlJ	6	0	0	419665	3557	5
glyte	gl2t	5	0	7	99320	0	4
bresc	brEsk	5	0	3	614970	21420	5
blerv	bl3v	5	0	3	396787	4920	4
chom	JQm	4	5	10	541740	24404	3
pefe	pif	4	1	25	121204	54	3
gwiemn	gw2m	6	0	1	277400	49	4
whoone	wun	6	0	28	1012375	151519	3
ghleev	gliv	6	0	7	430531	4057	4
skra	skr#	4	0	2	88301	0	4
clee	kli	4	4	9	354451	10863	3
vafe	v1f	4	4	10	65239	1436	3
dwernt	dw3nt	6	0	0	502065	61894	5
shieve	Siv	6	0	14	708216	7670	3
hylgn	hIln	5	0	3	16458	0	4
jorck	_9k	5	0	17	458092	4794	3
smar	sm#	4	5	5	361084	15278	3
cilp	sIlp	4	0	3	126963	0	4
scrosh	skrQS	6	0	1	453404	13307	5
ghalch	g{lJ	6	0	1	996875	12581	4
shalf	S{lf	5	4	2	854097	30258	4
psirlt	s3lt	6	0	4	202213	10688	4
pruice	prus	6	0	8	236368	17139	4
psosh	sQS	5	0	17	352343	165	3
sperv	sp3v	5	1	8	320005	20195	4
chege	Ji_	5	0	8	2019944	16879	3
nenck	nENk	5	0	0	484742	4555	4
cotch	kQJ	5	6	19	429979	12802	3
vilve	vIlv	5	1	1	280362	2977	4
firce	f3s	5	2	21	261262	28469	3
plybb	plIb	5	0	1	36656	29	4
psose	s5s	5	1	14	445586	35054	3
ulch	VlJ	4	0	0	310243	290	3
dwoge	dw5_	5	0	0	193048	28	4
slaute	sl9t	6	0	8	380218	6369	4
glett	glEt	5	0	3	208744	7095	4
shuige	Su_	6	0	4	330411	1298	3
kneut	nut	5	1	29	375069	9737	3
swuimn	swum	6	0	6	121146	402	4
ghrunc	grVNk	6	0	3	272354	11276	5
gworck	gw9k	6	0	0	562263	49578	4
grov	grQv	4	3	7	254401	22361	4
yetch	jEJ	5	4	10	325008	21161	3
riltch	rIlJ	6	0	3	418383	17047	4
beant	bint	5	5	5	1176233	39424	4
thourk	T9k	6	0	16	2626872	126991	3
leugue	lug	6	1	14	215604	4499	3
crule	krul	5	1	9	297042	7500	4
skrurk	skr3k	6	0	0	161715	283	5
peigue	p1g	6	0	14	209082	9684	3
chiege	Ji_	6	0	8	665470	13606	3
nolb	nQlb	4	0	0	257753	34	4
smeev	smiv	5	0	2	426435	4653	4
smenn	smEn	5	0	1	454373	13284	4
frad	fr{d	4	4	7	338708	7101	4
kroy	kr4	4	1	6	196014	256	3
nask	n{sk	4	4	1	457767	14445	4
kreugg	krug	6	0	7	446691	907	4
grysck	grIsk	6	0	3	163504	13	5
snaumb	sn9m	6	0	5	38575	2559	4
smouge	sm6_	6	0	1	647753	50368	4
threwp	Trup	6	0	5	2372513	50832	4
blisck	blIsk	6	0	2	554438	3049	5
blief	bl2f	5	1	3	164734	7719	4
crync	krINk	5	0	6	62216	937	5
rylgn	rIln	5	0	2	12749	0	4
skrak	skr{k	5	0	4	133642	295	5
dech	dEJ	4	3	16	262972	2159	3
ghwebb	gwEb	6	0	1	284693	234	4
struke	struk	6	2	8	473031	35681	5
phev	fEv	4	1	7	1756482	374	3
wrielt	r2lt	6	0	2	219180	29879	4
jeim	_1m	4	0	22	153026	0	3
rhis	rIs	4	2	19	712251	174030	3
pylt	pIlt	4	1	16	20774	0	4
sckirn	sk3n	6	0	11	238028	788	4
snermb	sn3m	6	0	1	440084	4902	4
blelt	blElt	5	1	1	254591	9544	5
faf	f{f	3	8	10	46980	0	3
spruig	sprug	6	1	2	170006	6219	5
stoo	stu	4	3	10	1371268	47665	3
nusck	nVsk	5	0	6	222219	0	4
scorme	sk9m	6	0	9	713869	15576	4
gwulce	gwVls	6	0	0	199875	20	5
froarm	fr9m	6	0	4	572645	96690	4
scote	sk5t	5	5	12	332710	9189	4
sprert	spr3t	6	0	4	724065	9461	5
zoite	z4t	5	0	1	483177	20741	3
gniem	n2m	5	0	18	111234	79	3
skef	skEf	4	1	8	169152	8515	4
solph	sQlf	5	0	3	183897	2977	4
dwaim	dw1m	5	0	0	451898	6883	4
spol	spQl	4	1	5	119490	6432	4
thirc	T3k	5	1	15	2372132	118266	3
kimf	kImf	4	0	2	113900	105	4
gneafe	nif	6	0	16	452890	6411	3
mirl	m3l	4	3	23	166689	7925	3
freeg	frig	5	2	6	677549	38711	4
threng	TrEN	6	1	4	2611704	55351	4
plaime	pl1m	6	1	14	555599	75659	4
alge	{l_	4	0	1	204420	154	3
tumn	tVm	4	1	33	23588	169	3
glaw	gl9	4	6	8	123660	9303	3
phroov	fruv	6	0	3	393687	34598	4
sckuth	skVT	6	0	6	2146638	11892	4
frez	frEz	4	2	9	489783	7942	4
cluibb	klub	6	0	2	68802	2672	4
smirv	sm3v	5	1	2	167023	4391	4
phooph	fuf	6	0	10	379043	15430	3
cleegg	klig	6	0	5	363371	12548	4
quoch	kwQJ	5	0	6	223501	446	4
hotch	hQJ	5	6	13	542409	16453	3
mynch	mInJ	5	2	9	277683	8445	4
feep	fip	4	11	19	262195	25385	3
shysck	SIsk	6	0	4	275844	313	4
sturme	st3m	6	0	7	594987	15765	4
prilgn	prIln	6	0	0	215254	8582	5
swerne	sw3n	6	1	9	611498	73099	4
cleut	klut	5	3	5	336672	7163	4
sprin	sprIn	5	3	4	583300	24352	5
ghrug	grVg	5	1	8	224774	2823	4
strusk	strVsk	6	1	0	499701	39222	6
skreev	skriv	6	0	4	601210	31094	5
therth	T3T	6	0	9	5820591	1475111	3
wab	w{b	3	17	15	254608	26	3
balse	b{ls	5	2	2	456627	10031	4
proln	prQln	5	1	0	268434	8835	5
wridd	rId	5	0	37	177480	6248	3
dwaiff	dw1f	6	0	1	448301	4126	4
dulk	dVlk	4	7	7	134542	1073	4
filge	fIl_	5	1	6	240330	5099	4
blerg	bl3g	5	0	3	404043	2290	4
sloolt	slult	6	0	1	332247	42792	5
gweuf	gwuf	5	0	0	176148	65	4
krilb	krIlb	5	0	0	191432	855	5
slyph	slIf	5	0	12	20068	101	4
dulmb	dVlm	5	0	2	127656	601	4
theett	Tit	6	0	17	3892364	1332891	3
kreag	krig	5	0	8	622370	42202	4
dwid	dwId	4	0	1	272796	1795	4
scroy	skr4	5	0	2	235491	8951	4
zoth	zQT	4	3	2	2029962	15085	3
gheumn	gum	6	0	16	1868925	2094	3
ghref	grEf	5	0	4	551427	13423	4
speiph	sp1f	6	0	7	154265	10532	4
snesc	snEsk	5	0	0	368945	8681	5
chotch	JQJ	6	1	7	738966	28562	3
pruc	prVk	4	0	3	91668	1982	4
voash	v5S	5	0	4	604543	7577	3
vabe	v1b	4	4	8	180989	43	3
yink	jINk	4	9	13	492422	20579	4
neeck	nik	5	0	30	430740	18183	3
plurm	pl3m	5	0	3	149962	2415	4
krourg	kr9g	6	0	3	703687	93277	4
trasc	tr{sk	5	1	0	568049	18803	5
bink	bINk	4	13	15	507664	20801	4
sheln	SEln	5	3	4	1985341	96315	4
glewn	glun	5	1	5	249687	1295	4
krarmn	kr#m	6	0	6	332601	11040	4
prap	pr{p	4	8	6	97062	5480	4
kerph	k3f	5	0	16	372446	26	3
neuck	nuk	5	0	7	283112	5094	3
sheab	Sib	5	2	7	2123971	108254	3
zoughn	z9n	6	0	24	590109	85869	3
shoage	S5_	6	0	5	455554	48237	3
skeph	skEf	5	2	8	182107	12168	4
clirph	kl3f	6	0	2	240362	2556	4
rornt	r9nt	5	0	9	639721	4748	4
plirl	pl3l	5	0	0	255854	8814	4
pawdge	p9_	6	0	17	135857	6060	3
drunt	drVnt	5	4	3	184604	12550	5
thalk	T{lk	5	2	2	2599623	246633	4
quelm	kwElm	5	2	1	113791	2611	5
smusck	smVsk	6	0	0	274606	15684	5
neadge	ni_	6	0	11	638602	41285	3
lalm	l{lm	4	3	0	239462	1644	4
brogg	brQg	5	0	6	224220	9490	4
phrair	fr8	6	0	8	317269	29121	3
yarque	j#k	6	1	15	277158	4045	3
wainte	w1nt	6	0	14	979186	34236	4
plieph	pl2f	6	0	3	191814	4179	4
zourmn	z9m	6	0	6	530714	49683	3
seeche	siS	6	1	22	2388088	61911	3
dylck	dIlk	5	0	3	69509	0	4
smoull	sm6l	6	0	4	854872	115855	4
woab	w5b	4	2	7	143749	2	3
strulk	strVlk	6	1	0	470373	38082	6
ghlich	glIJ	6	0	2	482739	59322	4
dwomf	dwQmf	5	0	0	269732	167	5
geiche	_1S	6	0	7	2155728	74978	3
grork	gr9k	5	0	1	624676	38670	4
spunte	spVnt	6	0	3	273290	5032	5
phirp	f3p	5	1	11	471540	5007	3
sizz	sIz	4	2	29	41937	1976	3
valc	v{lk	4	2	2	140740	196	4
hieb	h2b	4	2	12	397203	2429	3
ruigg	rug	5	0	16	123756	1867	3
cherg	J3g	5	0	6	2194429	170961	3
rhymp	rImp	5	1	8	20467	542	4
glive	gl2v	5	2	2	287004	46674	4
shogg	SQg	5	0	15	360569	38371	3
urnt	3nt	4	1	7	170995	12960	3
gnuss	nVs	5	0	21	180515	407	3
sulte	sVlt	5	1	6	250416	1110	4
flyse	fl2s	5	0	5	288679	889	4
beave	biv	5	4	17	640622	105732	3
veegg	vig	5	0	4	347172	1730	3
sloge	sl5_	5	1	7	178557	2818	4
gwigh	gw2	5	0	0	364642	63436	3
nymb	nIm	4	1	22	5224	88	3
gruilt	grult	6	0	1	229792	10773	5
lant	l{nt	4	11	14	883505	32791	4
krezz	krEz	5	0	7	392941	0	4
porg	p9g	4	5	16	400344	3962	3
strope	str5p	6	4	8	579742	43156	5
keilt	k1lt	5	0	6	324054	4638	4
yemph	jEmf	5	0	0	122294	217	4
shrusk	SrVsk	6	1	1	378220	7871	5
ghwese	gwis	6	0	1	704498	24423	4
ghronn	grQn	6	0	9	588756	31561	4
dwiege	dwi_	6	0	0	292381	349	4
gemf	_Emf	4	1	2	123736	50	4
glown	gl6n	5	5	3	307658	60638	4
swolge	swQl_	6	0	0	257953	980	5
flin	flIn	4	4	7	570063	10850	4
skorbe	sk9b	6	0	5	561047	175	4
shrarr	Sr#	6	0	2	501315	4320	3
scoarm	sk9m	6	0	9	393953	18672	4
snarth	sn#T	6	0	1	2197154	35778	4
demn	dEm	4	2	21	115756	0	3
drurlt	dr3lt	6	0	0	171023	2458	5
thwec	TwEk	5	0	1	2075479	27	4
fraik	fr1k	5	2	12	303250	17518	4
mought	m9t	6	4	39	751712	171822	3
spote	sp5t	5	7	13	285630	13352	4
pozz	pQz	4	0	29	30412	0	3
parthe	p#D	6	0	8	3978923	1358145	3
groute	gr6t	6	1	11	916612	117104	4
wreege	ri_	6	0	17	657589	31571	3
prurve	pr3v	6	0	1	285453	4756	4
speamn	spim	6	0	7	354458	23548	4
zench	zEnJ	5	3	4	448864	13014	4
keamb	kim	5	0	22	408068	7192	3
mouge	m6_	5	4	8	629659	48303	3
snoog	snug	5	3	7	348965	1729	4
phirc	f3k	5	0	24	483002	5057	3
froitt	fr4t	6	0	6	677384	76798	4
thwaln	Tw{ln	6	0	0	2283539	9648	5
drauph	dr9f	6	0	5	158104	5261	4
phoaff	f5f	6	0	7	246207	4156	3
claish	kl1S	6	0	5	748051	22829	4
smob	smQb	4	3	5	115204	2297	4
knaubb	n9b	6	0	14	69962	558	3
fuim	fum	4	0	17	119288	0	3
psolf	sQlf	5	0	3	194028	2753	4
plaumb	pl9m	6	0	3	158570	31214	4
phryck	frIk	6	0	10	115937	575	4
skawse	sk9s	6	0	5	303811	1779	4
sckass	sk{s	6	0	4	553574	13969	4
krylmb	krIlm	6	0	0	17281	0	5
chylp	JIlp	5	0	3	218761	0	4
skofe	sk5f	5	0	6	605497	33	4
frurce	fr3s	6	0	0	302345	11708	4
snatt	sn{t	5	0	9	421735	2018	4
marce	m#s	5	3	22	442051	15435	3
sprege	spri_	6	0	1	513991	9532	5
quirmn	kw3m	6	0	2	166440	11874	4
smoit	sm4t	5	0	4	495515	2218	4
zautch	z9J	6	1	3	387209	12673	3
gnoult	n6lt	6	0	1	759209	99499	4
jelch	_ElJ	5	2	3	278520	509	4
quoush	kw6S	6	0	1	730584	25560	4
rhalk	r{lk	5	1	2	706253	24109	4
yurg	j3g	4	1	3	89699	1038	3
barsh	b#S	5	2	16	509682	28625	3
broogn	brun	6	0	14	369199	23236	4
stourb	st9b	6	0	8	1731770	70514	4
skall	sk{l	5	5	10	374093	95677	4
glieb	gl2b	5	0	4	138933	3767	4
raumb	r9m	5	0	18	88900	1208	3
swoom	swum	5	2	6	422321	14003	4
gwourl	gw9l	6	0	0	648833	100498	4
ruick	ruk	5	1	24	197519	14855	3
spelph	spElf	6	0	3	172934	20261	5
droome	drum	6	0	7	727945	88434	4
phlylv	flIlv	6	0	0	10308	21	5
smunc	smVNk	5	0	3	152642	3579	5
promf	prQmf	5	2	1	355098	76627	5
praite	pr1t	6	1	11	649461	40918	4
zote	z5t	4	7	12	226985	6251	3
thwefe	Twif	6	0	0	2137402	93	4
fuinn	fun	5	0	22	488968	1169	3
shrint	SrInt	6	4	2	796177	29098	5
trurfe	tr3f	6	0	1	224471	10432	4
paique	p1k	6	0	36	181370	8785	3
teen	tin	4	8	37	483577	60106	3
reibb	r1b	5	0	21	451885	491	3
ghlylb	glIlb	6	0	0	112288	0	5
terl	t3l	4	4	25	348088	4189	3
frirp	fr3p	5	0	0	279409	7299	4
liebb	l2b	5	0	15	133121	3329	3
scoof	skuf	5	4	9	774791	6687	4
mimf	mImf	4	1	2	131021	68	4
burche	b3S	6	0	17	2140846	30421	3
squey	skw1	5	0	2	126919	5599	4
palc	p{lk	4	5	2	181243	1770	4
knorb	n9b	5	0	14	595094	32721	3
fryck	frIk	5	1	10	171721	212	4
sprylk	sprIlk	6	0	0	73936	4235	6
drerk	dr3k	5	0	1	682257	6625	4
sparth	sp#T	6	0	5	2257514	51378	4
croush	kr6S	6	1	6	921434	73204	4
gwerlt	gw3lt	6	0	0	449746	60779	5
ghweup	gwup	6	0	2	335358	0	4
knouth	n6T	6	1	6	2719786	93591	3
phrarn	fr#n	6	0	1	370978	8107	4
wrowse	r6s	6	2	11	607835	25434	3
swalse	sw{ls	6	0	0	673864	18452	5
scrych	skrIJ	6	0	3	243410	4195	5
wok	wQk	3	6	37	168889	416	3
gniec	n2k	5	0	18	63092	2081	3
krooce	krus	6	0	12	429490	14180	4
swaitt	sw1t	6	0	14	736478	7851	4
thryph	TrIf	6	0	1	1944518	33061	4
ghwurn	gw3n	6	0	1	210507	12236	4
whyse	w2s	5	1	18	526610	10067	3
gnorlt	n9lt	6	0	6	600721	18528	4
sckuif	skuf	6	0	9	177112	2	4
sorme	s9m	5	0	23	717294	15133	3
squy	skw2	4	0	2	22101	3208	4
cerl	s3l	4	4	26	343224	6	3
spludd	splVd	6	0	1	86124	2787	5
dwawt	dw9t	5	0	3	273036	236	4
churve	J3v	6	0	9	449112	11857	3
clorv	kl9v	5	0	6	493690	18115	4
gneumn	num	6	0	16	184305	560	3
rholp	rQlp	5	0	1	268144	11505	4
swezz	swEz	5	0	4	182652	3011	4
sheigg	S1g	6	0	11	2041135	137397	3
snate	sn1t	5	6	9	511945	23942	4
rurph	r3f	5	0	11	112426	33	3
gnork	n9k	5	0	24	590672	25943	3
shrete	Srit	6	0	3	739184	16590	4
zomp	zQmp	4	2	3	156423	194	4
trebb	trEb	5	0	4	454775	14901	4
